NOx	Pb	O3	CO	longitude	CH4	TEMP	PAHs	warning	SO2	NH3	CFCs	C2H3NO5	PM2.5	PRES	PM10	H2CO	latitude
8.26734	71.33475	10.18951	5.57967	-88.81395	6.83188	16.59530	6.18827	1.00000	5.48995	9.62973	63.83938	3.46804	8.08081	1178.59157	7.50120	79.83764	35.61452
5.42357	50.08183	7.67012	5.34738	8.96317	5.85555	3.68012	3.76901	0.00000	8.27884	8.03462	73.29399	6.05503	8.45570	1100.43033	8.32426	53.37553	48.35149
8.37574	33.04158	3.84435	10.24648	-1.48119	7.54602	28.23408	10.20680	1.00000	9.89516	8.07864	63.78403	3.18860	7.81625	1155.52170	7.13438	65.84703	53.0233
5.49121	41.74269	7.80428	7.06357	-1.99421	7.00778	30.50880	5.96399	0.00000	5.09910	11.16155	72.84139	13.28783	6.06161	1116.55918	9.04687	43.94474	51.35084
6.03485	59.13150	8.12993	7.48270	-73.97069	8.05339	22.36796	8.22479	0.00000	7.46613	6.44867	61.06235	2.59595	6.15634	1053.75923	6.96762	49.10084	40.64621
9.80079	58.91863	5.80316	4.37926	5.37429	6.05265	23.85508	6.20513	0.00000	6.98403	6.33058	71.81686	5.80649	4.72497	1071.58649	7.97054	62.38590	51.03427
6.12302	68.18647	8.35244	7.14216	100.04427	5.93072	7.94352	6.87956	1.00000	6.64744	5.71456	71.16076	3.16655	7.51086	1090.86914	7.27369	67.17221	13.8196
6.59219	66.40675	7.61672		116.10146	8.47792	21.73581	9.95771	1.00000	7.40668	6.19840	73.76502	3.41382	5.92105	1183.54414	7.38699	45.56433	5.90702
4.46283	41.36422	8.51472	7.37144	-91.06177	8.15477	17.81283	6.57867	0.00000	6.26720	5.97143	59.94099	1.27647	7.54171	1127.19469	4.64015	46.43485	33.41012
9.65453	56.87678	9.89123	6.88977	-59.13316	6.15607	8.91295	5.39253	1.00000	9.20978	8.47697	77.90453	4.79454	7.27260	1199.04421	7.76193	64.49181	-37.32167
7.04912	62.23058	7.06396	7.77278	89.20083	7.40063	-4.86080	7.16830	0.00000	7.70749	6.99531	74.34487	3.21675	7.59536	1179.88254	7.10459	60.73450	55.54028
5.08415	49.83091	8.88609	6.40361	9.15214	4.25950	19.99159	5.04463	0.00000	8.33537	6.43323	76.82414	3.57291	6.73943	1086.44040	6.77675	24.10723	49.97704
6.27330	62.53337	7.49502	5.17708	-75.11028	7.84528	9.79428	5.67269	0.00000	8.91928	10.35541	65.95557	5.32230	7.28056	1154.48696	7.80115	72.04888	-15.21194
4.69905	65.52958	5.11488	9.59511	-156.47432	6.47785	7.20825	8.36334	1.00000	7.95109	3.55830	69.91341	2.44750	5.06324	1138.62661	6.71326	48.73345	20.88953
7.60671	48.65786	8.48946	4.81738	-80.38297	6.66728	8.84905	7.59898	0.00000	8.86740	4.29381	78.37135	2.41170	4.77322	1067.91128	7.01639	44.55411	42.8334
5.85806	58.95457	6.43001	8.87504	117.55417	7.65754	29.35889	7.02142	1.00000	8.64057	4.77718	71.84643	4.22175	6.96905	1111.09320	7.62444	51.51573	34.86472
8.55326	38.44009	9.39531	5.92666	74.4818	6.85017	15.55402	7.01864	0.00000	7.68347	10.53782	72.25824	5.74556	7.09171	1162.83060	8.22520	36.58982	30.21121
6.69460	46.26541	12.02086	7.10014	-86.58208	6.55787	15.92429	8.82576	0.00000	9.64362	4.74392	66.34025	7.51325	4.66642	1143.71067	8.33410	44.48181	13.48082
8.28303	64.38212	9.83506	7.39300	-122.40433	6.77252	0.21772	5.72028	1.00000	7.96383	9.56582	67.03642	3.42016	5.67290	1150.53866	6.76202	56.55101	37.71715
4.95994	44.10753	7.32500	7.45388	9.29109	7.70763	-16.00241	8.98671	1.00000	6.02998	6.86239	69.22068	4.06536	6.17957	1172.18700	7.50918	37.46526	45.39402
8.03472	38.21857	5.61120	9.76908	-73.75335	7.29704	27.66482	8.80543	1.00000	7.75277	5.60717	63.20384	2.85541	7.14301	1106.20790	6.69606	33.18504	45.4473
6.52665	52.02106	9.79098	5.75760	-84.20299	8.07602	21.95976	5.43947	0.00000	6.55341	7.63125	70.11767	3.74546	5.32304	1114.48663	7.39495	61.69270	39.43534
5.99491	51.99069	5.78989	8.15710	98.6738	7.15226	32.87712	6.85761	1.00000	6.64164	7.45810	62.94425	3.97022	8.75423	1161.47104	7.00141	40.28835	3.7278
5.77266	47.39772	6.75056	4.74644	-52.67056	7.71487	11.32800	6.97804	0.00000	6.10251	8.66271	75.72285	8.43431	7.22731	1055.30731	8.64464	44.66380	-26.22861
3.54105	65.42160	6.90513		38.28402	5.72052	28.78784	3.21481	0.00000	8.76228	8.42892	80.64038	8.52108	6.33058	1195.21939	8.56113	69.40471	34.5624
5.50833	46.01982	7.12857	7.49861	-118.03917	6.85900	2.14618	9.23266	0.00000	6.65677	8.91811	86.24765	4.32336	6.86509	1081.44722	7.52304	74.35547	33.95015
11.50653	53.54116	7.71524	6.67776	144.23058	9.76507	13.31839	5.47577	1.00000	9.02254	6.51105	69.06610	7.87689	10.21742	1106.13143	8.42144	32.75782	-5.85746
6.35541	59.29764	8.49443	6.53926	-73.97069	7.82784	9.71502	6.93281	0.00000	7.37986	9.30897	62.41930	4.89078	6.39691	1126.80683	8.01953	58.91827	40.64621
9.98536	26.38624	7.83698	7.01016	4.91667	8.08963	-3.96740	5.27514	1.00000	7.90539	6.72055	75.53915	4.07786	10.13789	1193.20250	8.03406	44.05055	45.73333
4.87625	61.97239	6.89546	8.19271	55.4504	7.23243	15.15791	6.22628	1.00000	4.67889	4.10029	78.61068	2.05001	3.25935	1113.62344	6.47439	58.08228	-20.88231
7.36252	58.60334	5.53596	8.85825	2.61667	6.72281	7.77864	9.59908	1.00000	7.85420	8.39894	87.82533	5.63146	10.04546	1188.09756	8.15352	41.52240	48.98333
4.39087	63.00562	8.91720	6.91575	124.84472	8.64284	30.28108	6.74415	0.00000	7.56300	5.42051	64.99164	3.64635	6.07044	1076.94878	7.23585	41.46211	10.13361
6.63569	64.90948	11.24552	7.01368	-58.70072	6.83506	21.43831	3.34401	0.00000	7.42046	9.69421	69.77619	1.73192	4.23025	1060.89175	6.39448	55.59009	-34.74785
9.25675	54.90915	9.80737	5.20532	-122.2054	8.47284	14.33634	5.73038	1.00000	8.82916	9.36342	74.94898	6.13008	9.99539	1116.86179	8.24529	35.20158	47.76232
9.71811	69.39373	6.68674	8.19299	29.26639	7.31142	22.82054	6.06405	1.00000	8.37681	6.98153	82.01507	2.13437	7.43460	1079.40762	6.13721	41.14084	37.58105
4.84390	35.37089	9.39167	5.62962	3.39467	7.61361	14.61500	4.58044	0.00000	6.55492	6.10809		9.30104	5.71650	1163.69227	8.72660	25.61535	6.45407
8.85932	47.69299	7.23479	7.89427	-77.02303	5.53877	2.29602	3.99198	1.00000	9.08089	8.97932	71.96132	4.30771	11.04950	1166.31233	8.16998	47.32549	38.70734
10.93283	29.58987	8.27079	8.02769	10.98461	4.88523	28.03867	5.20205	1.00000	8.36122	5.98811	80.84620	2.05587	7.62090	1172.33010	6.97112	56.30462	48.35693
5.62026	25.75655	10.91171	5.46871	16.50104	7.58397	10.53858	8.83571	0.00000	7.57313	2.67333	56.87856	13.74467	4.31368	1070.23153	9.22948	51.71187	41.24264
4.51781	52.80386	7.29895	4.28255	-2.01111	6.79171	29.21314	4.40661	0.00000	6.66404	7.76389	77.68633	4.35164	6.66452	1167.69461	7.74767	54.80373	52.66277
7.54286	62.92411	11.37272	2.84493	24.99798	7.52246	15.04307	7.82713	1.00000	8.12539	8.67517	73.96786	1.72257	9.66266	1170.69666	6.15475	60.47598	-8.73508
5.84582	56.35278	5.81723	4.64277	14.01481	6.28939	7.39293	8.42940	0.00000	7.69669	9.74436	67.35357	12.78454	7.86689	1198.03937	9.16214	48.13790	42.67164
9.53263	48.57049	9.51781	5.20543	-66.8499	8.19338	10.29931	5.79623	1.00000	9.21457	8.44770	62.92219	4.51685	10.42169	1186.06125	7.68497	44.70620	18.03496
9.49880		7.32084	5.15127	122.05228	5.88657	15.89916	4.77014	0.00000	6.68089	7.76878	56.69253	6.07206	6.39529	1154.15622	8.21968	64.28778	37.19723
7.07292	41.93718	6.45012		37.55	6.12731	4.85757	9.42892	1.00000	6.56426	6.17784	73.01014	5.17142	4.54177	1148.02325	8.23901	60.73622	6.03333
10.40372	40.27278	7.07225	9.51164	145.13643	6.68427	15.82362	4.62170	1.00000	7.92078	7.70889	71.00039	2.91758	6.63661	1149.11059	6.66128	46.83877	-38.16604
5.84964	47.34704	3.85424	9.74988	4.63031	6.70915	32.84099	8.56847	1.00000	7.38939	5.98645	63.63237	4.17508	4.88293	1125.10245	7.55050	39.30852	43.67681
9.18757	62.69795	6.62357	9.07261	-75.69947	8.30020	-1.49549	8.21299	0.00000	6.19865	6.02360	70.52899	3.88777	5.10042	1121.37113	7.53329	56.28729	8.79577
5.48174	56.03869	6.31570	9.27546	28.67582	4.95019	1.99298	10.86154	1.00000	5.81818	5.76740	73.42233	10.49404	3.23403	1086.27716	8.87918	42.12152	40.98894
7.58512	22.47187	7.80488	3.87532	48.26258	7.14382	-3.59200	3.77550	0.00000	5.37765	6.94187	69.10739	9.05126	6.38653	1062.09396	8.91203	43.97315	33.86419
5.83561	49.20225	10.78966	6.59479	-91.06177	4.76647	17.80857	10.27045	0.00000	9.18128	2.68886	69.57901	5.12498	4.40575	1108.38522	8.01720	21.70936	33.41012
6.40605	62.38824	8.87763	6.24432	-86.11084	8.16256	32.65322	6.74657	0.00000	7.83382	8.54705	73.72091	4.96516	6.51522	1063.54699	8.07018	85.39696	41.75338
7.44048	65.11056	10.76007	5.03584	-73.75513	6.81206	25.74083	6.71829	0.00000	6.71057	5.19265	74.01349	4.91545	6.08741	1122.20819	7.88570	75.04700	40.60538
4.88025	35.44077	8.59558	7.28671	-77.43532	8.70227	6.86496	6.06346	1.00000	7.22042	4.06311	62.82919	4.20131	4.04393	1178.05710	7.50338	37.64908	20.14298
6.04014	29.93032	6.00431	6.12034	30.4347	6.67390	7.67386	1.76407	0.00000	8.35217	9.12425	60.52433	2.13174	8.92666	1113.51450	6.07562	50.59740	-1.9487
7.56101	55.95116	9.17724	6.66676	5.06258	6.60318	28.88303	6.62432	0.00000	7.78803	10.66680	74.61484	5.12031	6.69139	1165.76878	7.64152	46.41720	7.50251
9.99313	50.95470	6.68469	5.42197	11.37703	8.94777	13.23278	7.09181	1.00000	8.03200	8.72149	68.52272	2.85328	10.50505	1125.65019	6.95671	54.51418	48.06919
7.56377	48.16654	5.40561	9.12147	-68.3	6.58390	3.46359	8.74874	1.00000	5.80301	7.16183	69.91365	6.29410	7.42974	1185.61830	8.19570	52.87412	-54.8
8.79909	39.32435	9.03908	6.09232	-118.03917	7.72745	17.93295	5.25280	1.00000	9.05193	8.84909	68.57407	1.63739	10.28746	1108.61978	5.49658	39.19678	33.95015
6.31870	44.02792	8.09069	6.71234	38.94324	6.94553	24.14238	7.20395	0.00000	9.08976	9.96790	75.05760	3.32387	7.15119	1178.42276	6.99083	79.25946	44.98901
6.01328	64.42502	4.70320	9.17688	-0.45877	6.56393	14.58967	8.06209	1.00000	5.56343	5.79511	70.17782	2.43723	4.38184	1064.53870	7.20102	22.18737	46.32313
6.27003	32.75893	9.03308	6.60710	79.87116	5.10655	15.70722	7.05712	0.00000	7.65713	8.47094	69.69923	5.70492	5.19136	1148.93763	8.01055	54.28915	6.84019
6.66698	49.97061	10.52208	6.07722	14.01481	7.56051	23.73386	5.32559	0.00000	9.21920	7.52210	69.81049	1.11631	4.52842	1135.93339	5.89978	38.87172	42.67164
4.02470	56.66465	5.48620	9.28354	-77.02303	8.04328	19.52973	10.02663	1.00000	5.29136	4.93985	69.09335	3.32730	3.43071	1173.38869	6.44509	41.91945	38.70734
11.11331	71.32208	7.79116	7.33284	65.27258	8.19330	11.71245	4.88850	1.00000	6.32643	6.05172	67.67175	2.88553	10.16514	1199.19088	6.69827	43.16646	58.04254
5.57499	22.36372	6.01453	3.48248	-84.23381	6.47891	15.13560	6.57845	0.00000	8.58537	7.96713	71.33075	7.30341	9.40631	1058.74928	8.48009	58.79029	33.54428
5.68531	55.09301	9.89165	7.19760	-73.97069	8.17542	17.98856	5.45604	0.00000	6.64105	7.22086	76.84678	2.28443	6.43527	1151.44643	5.89208	48.35216	40.64621
7.49896	63.28778		3.02306	10.18527	7.58304	20.57942	7.04170	1.00000	7.04421	10.18648	78.03474	2.06841	8.09805	1083.42241	6.71557	45.97308	47.98372
5.52242	40.90093	8.68022	7.12301	45.36561	7.00669	14.07766	7.40639	0.00000	7.79291	7.54075	59.05636	4.04149	5.71370	1133.02731	7.42742	69.82947	41.09246
5.14053	67.52429	6.87936		5.51978	5.75285	15.21796	10.16681	1.00000	6.52543	4.30990	65.23010	2.28374	6.11793	1138.95921	6.36407	56.78952	51.44889
5.88077	50.75163	6.87815	7.70147	-7.35	7.65233	29.27426	4.99784	1.00000	6.75236	5.43723	67.02903	12.19831	3.45009	1088.40209	9.01392	41.72889	53.53333
5.74816	61.78189	5.32803	8.87872	74.80555	7.93746	21.99673	7.84240	1.00000	7.45002	6.20164	56.79959	0.66561	6.16205	1139.44970	4.37520	66.24384	34.08565
10.15006	71.69850	6.82790	6.03613	4.08282	6.66834	9.08991	6.62219	0.00000	6.25000	6.59670	66.49339	12.14786	4.03815	1163.75571	9.05445	53.22246	36.61954
6.68537	46.41349	9.13749	5.92395	97.01124	8.38868	15.84487	6.15912	1.00000	8.83602	10.14281	86.76015	2.17387	8.87196	1057.54810	6.90866	55.08464	17.30858
6.57652	40.45711	7.84042	8.40984	79.82979	6.12014	-7.77910	10.09348	1.00000	7.59164	4.87520	72.00433	4.67108	5.00520	1112.31916	7.77991	49.97450	11.93381
6.03667	46.31558	9.86519	7.81467	65.93249	5.86887	22.22619	7.12810	0.00000	6.33464	7.14562	69.34534	4.36954	5.93084	1186.14282	7.72070	61.39203	36.21544
6.50335	75.69753	7.38965	6.16691	-71.06616	8.58204	15.86005	8.12680	0.00000	8.75799	9.55101	58.27508	2.87798	7.63965	1197.63620	6.31559	24.90304	42.4251
6.46101	57.49752	9.12177	5.14761	13.31783	6.14962	27.12177	7.08610	1.00000	8.69274	4.66895	80.89007	1.99362	5.96139	1189.84409	6.76180	51.90120	52.61131
9.79570	37.70951	9.54387	5.63731	115.8614	7.22263	17.51200	6.10607	1.00000	7.57080	8.85726	66.63237	3.80029	8.70800	1120.17458	7.27573	40.75031	-31.95224
10.75093	65.00477	9.20247	8.66166	-105.11221	7.72222	8.81251	3.29026	1.00000	6.81336	6.98824	64.73127	2.37913	8.66629	1152.36620	6.69158	54.83685	39.57582
7.09815	46.02744	9.62263	6.10368	11.32903	7.56928	1.22392	5.24031	1.00000	5.91522	10.31608	76.18330	10.44063	9.56427	1072.77875	8.92701	71.78988	50.9803
5.16417	53.37120	5.52585	9.82767	-90.10674	7.28282	16.50933	10.92929	1.00000	5.82107	4.08375	60.61971	4.34712	5.72740	1146.68967	7.81091	51.15851	29.84576
7.64757	55.89314	9.00913	5.95965	86.59509	6.65270	8.78603	5.74324	1.00000	9.63616	11.37422	73.96602	11.64627	9.08086	1085.39940	9.01614	25.72713	26.11527
6.99581	63.32518	6.27021	8.67055	-88.81395	7.30817	25.07563	10.83270	1.00000	8.35247	7.54895	71.02034	3.35271	7.39483	1167.55670	7.46750	73.68004	35.61452
8.86056	70.37353	11.90519	6.24371	-3.52751	9.82044	6.91063	4.92360	1.00000	5.01298	6.19598	64.96705	4.53161	8.17698	1112.27844	7.60546	32.42021	50.7236
5.75614	50.97312	7.70783	6.10260	22.53083	8.88598	14.18190	5.25300	0.00000	7.99117	7.09633	67.77520	4.34982	6.72693	1061.70309	7.79223	52.69376	44.22639
6.81604	35.73928	6.93017	8.33148	8.96317	6.72856	12.11131	9.06990	1.00000	7.06948	6.48943	71.71061	3.96015	7.72161	1108.66196	7.30445	67.28594	48.35149
4.18500	49.77891	7.36740	5.48958	104.09701	7.35779	17.03060	4.93339	0.00000	8.77808	8.68075	65.63823	7.02244	5.09220	1130.45003	8.52095	48.76521	-1.26424
9.40475	34.06406	7.17207	10.25914	0.47713	6.50002	31.12902	3.87669	1.00000	7.46308	8.21694	60.61019	7.53506	6.53475	1150.64687	8.33363	42.01900	51.39323
8.29247	68.58492		7.87289	4.7934	5.74716	12.20042	9.06575	1.00000	8.65879	8.94793	59.80718	2.52663	9.67018	1136.52296	6.82172	41.39012	45.69558
6.07320	55.08019	8.00609	4.22837	-120.45794	8.32969	17.61045	6.39139	0.00000	7.46230	7.32445	77.03918	1.33174	6.39146	1172.02740	6.02790		34.63915
7.05957	40.15386	5.44874	9.34673	24.6522	7.77167	9.26142	9.55997	1.00000	8.76851	7.35839	62.91553	1.62099	7.51568	1156.62854	6.29290	47.59132	60.2052
6.26937	65.88171	6.18749	5.66607	144.23058	7.70075	13.62554	8.38472	0.00000	8.63053	11.28021	65.68550	1.92809	6.48792	1118.04421	5.61749	47.94799	-5.85746
6.71476	34.33897	5.44265	9.02812	117.55417	7.55525	23.41925	9.45822	1.00000	7.19733	7.08530	75.18080	9.32448	8.71608	1144.70292	8.80154	45.51413	34.86472
10.66735	49.59232	10.51016	6.01829	-61.51889	6.58288	5.18541	6.05022	1.00000	7.84042	6.17833	72.08238	12.30390	7.59622	1053.48894	9.03881	30.38784	10.66668
4.86439	45.92650	8.04644	8.18657	-74.28459	6.99028	28.54834	7.83384	0.00000	8.75113	5.52070	61.09878	4.45458	5.48108	1096.69889	7.64341	35.14923	40.5576
7.55880	47.78431	10.71243	7.83043	38.07083	7.26048	15.22334	3.28742	1.00000	7.26007	8.91116	64.16632	6.71172	8.91842	1181.84907	8.32948	42.20800	54.90083
5.99106	39.22867	9.80830	5.05114	-34.88111	9.08518	-3.50248	5.94002	0.00000	8.99619	5.07554	70.43018	5.63103	5.97743	1167.99310	8.13368	28.96478	-8.05389
5.98849	57.63213	11.64222	4.53979	88.1453	8.17407	47.40685	6.74631	1.00000	10.33805	11.29437	66.06863	4.02449	7.53282	1145.31657	7.96350	58.24753	22.4711
11.68989	35.47763	5.72585	7.67352	75.06583	7.35683	15.00605	5.96064	1.00000	9.08989	7.09098	70.12172	4.48601	9.23348	1171.92379	7.91901	41.46427	32.17629
4.76234	57.83935	6.89494	8.35268	-61.4867	8.19282	-4.41108	8.35002	1.00000	7.41900	5.20599	75.12093	2.70137	6.82494	1113.41157	5.58705	51.63399	-31.25033
7.08514	65.50982	7.71669	6.90443	-89.64066	5.81718	25.50120	6.15446	1.00000	8.37552	11.64878	73.46341	0.91115	7.90106	1130.72753	5.21680	37.07067	40.56754
9.29757	58.24932	11.29127	7.22306	-122.40433	7.08422	2.45836	4.55781	1.00000	7.73446	6.90916	84.83547	6.24779	7.23026	1134.51968	8.18492	55.38015	37.71715
6.59905	42.34707	9.40988	5.97994	39.8302	9.50628	23.88886	6.60632	0.00000	6.13476	6.19614	66.74704	2.88881	5.80833	1181.62285	6.45773	40.94199	64.5635
8.48416	50.80491	10.43117	7.00281	-79.2663	6.97307	2.92780	5.53569	0.00000	5.88656	12.40580	73.56620	2.92372	4.83401	1170.69333	6.76176	56.81976	43.86682
4.53278	65.14058	6.14208	7.37147	171.25364	8.71251	26.71468	3.13695	0.00000	8.58020	7.99425	72.41380	3.34443	7.67118	1135.61194	7.16002	62.07533	-44.39672
7.95300	25.93556	9.12892	4.62049	-118.03917	7.11689	28.67425	5.97528	0.00000	7.20956	5.90142	77.89576	3.55830	4.76029	1127.76151	7.20407	58.60300	33.95015
9.00987	25.95055	8.24851	6.13584	-103.5687	5.44936	15.44051	5.24280	1.00000	6.47133	7.90950	63.31227	9.40604	11.34657	1193.44207	8.71161	31.35157	20.22816
6.41643	35.04692	6.31349	3.00060	-59.13316	7.41025	23.18216	6.15904	0.00000	7.58205	10.08684	67.54541	2.88025	7.41836	1146.81585	6.84591	57.25822	-37.32167
7.88314	51.22095	8.38664	5.06529	-86.11084	6.85605	-0.15261	7.27946	1.00000	8.14377	9.08820	62.85427	2.09658	9.42006	1134.41268	6.07410	65.22269	41.75338
3.91349	57.85633	5.57738	8.62190	-67.33122	7.68443	17.23355	7.66561	1.00000	7.00185	6.09481	71.31406	2.14490	6.02565	1141.47696	7.00560	50.27901	10.22677
7.77189	42.88006	9.85603	6.82273	-88.27205	6.14736	14.75502	5.58167	1.00000	8.21814	10.24262	72.83935	7.09316	6.99924	1123.42749	8.50995	42.45872	44.27804
7.83277	59.02713	7.50228	7.17928	4.82313	8.18606	8.77395	6.00567	1.00000	7.05622	10.28417	69.34397	4.22086	8.12197	1091.21841	7.82342	30.74138	51.24197
5.58224	62.34786	8.80278	5.71586	2.44892	7.24091	4.99921	5.63070	0.00000	6.35350	6.77610	58.51056	14.54084	7.40134	1061.48559	9.25802	45.39338	48.98693
5.39167	57.50420	8.38118	4.03298	117.81667	7.98468	-3.43522	5.13781	0.00000	8.00171	6.58186	76.81847	7.96644	4.90079	1082.70239	8.47836	55.70401	36.81667
6.72921	59.52017	9.98952	5.88409	37.55	8.08094	27.40824	7.46649	0.00000	8.23236	5.16315	76.07028	4.31554	6.00119	1101.88899	7.66649	54.29104	6.03333
6.98242	54.33231	9.15089	4.51423	45.36561	7.41050	28.21908	4.02942	0.00000	7.69886	6.58711	73.35420	19.44763	7.75993	1170.87219	9.59217	50.13042	41.09246
6.28291	57.51635	8.62688	6.43602	12.1369	6.11375	8.80875	6.01334	1.00000	6.38738	11.19546	84.77657	2.93350	8.45435	1072.25817	6.11615	54.65386	51.04962
5.46591	66.69513	10.64561	5.68282	-87.66561	7.09073	11.39310	6.22282	0.00000	7.89096	6.61115	65.43125	3.07311	6.86294	1102.15265	7.09188	35.14519	41.8542
4.01975	40.44311	8.84825	7.34798	105.75635	7.20808	16.45356	5.38927	0.00000	8.47369	6.77826	69.66737	6.64235	6.55519	1145.20818	8.28854	56.35025	10.29085
6.09754	57.08119	9.26807	5.30423	-71.29144	7.09839	20.87186	6.40425	0.00000	8.35681	5.11517	67.24866	7.47058	5.39074	1081.58224	8.38177	51.89833	41.54566
6.10165	56.75454	8.65520	6.76424	42.7125	7.83439	-0.70239	7.56624	0.00000	7.27563	7.96125	77.06565	4.41586	6.18568	1101.93994	7.74750	59.53920	11.15583
7.01903	54.66736	6.82973	5.23523	-77.02303	7.12546	13.79806	4.01047	0.00000	8.30201	7.27517	74.53728	2.32386	6.58080	1074.03009	6.71069	49.79386	38.70734
6.14798	50.42955	8.95840	6.46879	10.7	9.11172	-12.52542	5.82307	0.00000	7.22394	6.36386	73.64627	2.28087	7.18155	1119.74750	6.51004	38.02858	4.96667
7.18112	46.93751	5.58452	5.77728	-71.19901	8.62543	8.55770	2.56714	0.00000	4.85849	9.10386	69.51178	3.24846	8.07932	1099.73154	7.18616	45.69017	-30.60106
7.80002	48.42291	6.32765	8.83887	-0.45877	6.49773	31.82038	11.10200	1.00000	6.11815	8.44402	62.23321	1.68869	6.76511	1155.87445	5.84471	46.86623	46.32313
4.80596	43.28386	10.31628	5.74451	33.2525	8.32284	24.36363	5.80164	0.00000	7.31718	5.69797	62.10406	2.95832	7.17180	1180.78272	6.36705	52.43190	57.97472
4.16955	55.10229	5.55147	8.00374	20.22625	7.44970	16.56193	6.34390	1.00000	8.53520	7.04121	76.21755	4.63148	9.73624	1184.21169	7.11668	41.62855	30.75545
5.13881	30.57826	4.92716	9.33317	1.00288	7.07046	14.18035	10.44479	1.00000	5.68934	7.25989	71.91650	4.21416	3.83390	1056.12640	7.77402	47.95145	49.28669
5.66316	44.22774	9.67944	7.39720	16.54165	7.97260	19.35507	4.42559	1.00000	7.27301	9.91720	84.80192	6.22583	8.96813	1194.13713	8.37777	49.92062	68.79833
8.34442	26.66327	7.76913	6.67790	24.71204	8.68190	16.46021	6.84842	1.00000	6.09917	8.69987	68.88617	5.50250	7.62696	1062.77849	8.09306	33.11723	41.57439
3.86403	46.05184	5.28055	9.65169	6.8625	6.29745	19.04291	7.67826	1.00000	6.23439	3.19855	56.10475	2.11915	3.36877	1141.85897	4.58043	47.97669	51.47805
9.86795	40.73160	9.57917	7.24744	13.31783	6.63560	3.24592	6.55320	1.00000	7.83202	6.07407	87.39139	1.71086	5.39600	1113.91457	6.21928	50.65892	52.61131
8.17569	80.69079	10.55060	4.60636	139.55722	8.11538	19.13233	6.51496	0.00000	6.56740	6.30211	78.97567	1.06827		1069.33171	6.48081	49.33051	36
6.54945	70.88691	6.59121	8.84627	120.4861	6.98678	21.68871	7.80113	1.00000	7.85766	5.29145	71.25956	3.60223	6.14152	1146.31083	6.87760	45.64633	16.0438
8.15141	76.38194	10.47328	8.34746	-73.20483	8.22118	16.00461	8.40853	0.00000	7.75354	10.13693	57.14148	7.99592	5.30590	1149.64106	8.54482	38.54084	41.16704
8.22102	25.68588	11.62593	5.33079	21.32778	8.48354	26.77263	4.76797	0.00000	6.25224	7.67535	74.51516	5.72773	4.93793	1054.06545	8.14142	50.93013	42
9.09129	56.83186	7.35056	7.67638	100.04427	7.37376	11.97165	4.97703	1.00000	7.30228	9.60738	69.79641	4.51467	9.11294	1051.03703	7.83127	28.28174	13.8196
5.69560	70.09928	6.82872	5.08725	-37.07167	8.18240	25.55865	6.33306	0.00000	8.32619	10.34539	81.95876	3.64416	6.04444	1125.83931	8.03066	31.29072	-10.91111
9.52525	68.11047	8.57785	6.71442	-88.64235	6.43579	17.43192	6.17443	1.00000	7.86930	6.25135	59.39039	6.44219	8.44648	1124.92009	8.23350	43.38763	46.09273
5.91968	32.57599	5.52090	8.70969	3.39467	7.49047	28.76531	8.46874	1.00000	6.84809	7.00285	65.47253	2.29008	7.07149	1131.91508	6.39260	55.92178	6.45407
6.59089	43.63545	6.18622	9.45086	-95.30106	5.64445	22.36622	9.25660	1.00000	8.86088	4.73082	72.25196	4.28400	4.32396	1062.61921	7.71762	28.93339	32.35126
6.58242	62.24173	7.78363	3.60788	140.72287	6.83157	26.37688	2.81628	0.00000	6.88094	6.14608	61.20557	4.08048	8.28249	1114.59546	7.46360	80.60779	53.14657
